timestamp,Equity,DrawdownPct,DrawdownDuration
2020-09-20 00:00:00+00:00,100000.0,0.0,
2020-09-20 04:00:00+00:00,100000.0,0.0,
2020-09-20 08:00:00+00:00,100000.0,0.0,
2020-09-20 12:00:00+00:00,100000.0,0.0,
2020-09-20 16:00:00+00:00,100000.0,0.0,
2020-09-20 20:00:00+00:00,100000.0,0.0,
2020-09-21 00:00:00+00:00,100000.0,0.0,
2020-09-21 04:00:00+00:00,100000.0,0.0,
2020-09-21 08:00:00+00:00,100000.0,0.0,
2020-09-21 12:00:00+00:00,100000.0,0.0,
2020-09-21 16:00:00+00:00,100000.0,0.0,
2020-09-21 20:00:00+00:00,100000.0,0.0,
2020-09-22 00:00:00+00:00,100000.0,0.0,
2020-09-22 04:00:00+00:00,100000.0,0.0,
2020-09-22 08:00:00+00:00,100000.0,0.0,
2020-09-22 12:00:00+00:00,100000.0,0.0,
2020-09-22 16:00:00+00:00,100000.0,0.0,
2020-09-22 20:00:00+00:00,100000.0,0.0,
2020-09-23 00:00:00+00:00,100000.0,0.0,
2020-09-23 04:00:00+00:00,100000.0,0.0,
2020-09-23 08:00:00+00:00,100000.0,0.0,
2020-09-23 12:00:00+00:00,100000.0,0.0,
2020-09-23 16:00:00+00:00,100000.0,0.0,
2020-09-23 20:00:00+00:00,100000.0,0.0,
2020-09-24 00:00:00+00:00,100000.0,0.0,
2020-09-24 04:00:00+00:00,100000.0,0.0,
2020-09-24 08:00:00+00:00,100000.0,0.0,
2020-09-24 12:00:00+00:00,100000.0,0.0,
2020-09-24 16:00:00+00:00,100000.0,0.0,
2020-09-24 20:00:00+00:00,100000.0,0.0,
2020-09-25 00:00:00+00:00,100000.0,0.0,
2020-09-25 04:00:00+00:00,100000.0,0.0,
2020-09-25 08:00:00+00:00,100000.0,0.0,
2020-09-25 12:00:00+00:00,100000.0,0.0,
2020-09-25 16:00:00+00:00,100000.0,0.0,
2020-09-25 20:00:00+00:00,100000.0,0.0,
2020-09-26 00:00:00+00:00,100000.0,0.0,
2020-09-26 04:00:00+00:00,100000.0,0.0,
2020-09-26 08:00:00+00:00,100000.0,0.0,
2020-09-26 12:00:00+00:00,100000.0,0.0,
2020-09-26 16:00:00+00:00,100000.0,0.0,
2020-09-26 20:00:00+00:00,100000.0,0.0,
2020-09-27 00:00:00+00:00,100000.0,0.0,
2020-09-27 04:00:00+00:00,100000.0,0.0,
2020-09-27 08:00:00+00:00,100000.0,0.0,
2020-09-27 12:00:00+00:00,100000.0,0.0,
2020-09-27 16:00:00+00:00,100000.0,0.0,
2020-09-27 20:00:00+00:00,100000.0,0.0,
2020-09-28 00:00:00+00:00,100000.0,0.0,
2020-09-28 04:00:00+00:00,100000.0,0.0,
2020-09-28 08:00:00+00:00,100000.0,0.0,
2020-09-28 12:00:00+00:00,100000.0,0.0,
2020-09-28 16:00:00+00:00,100000.0,0.0,
2020-09-28 20:00:00+00:00,100000.0,0.0,
2020-09-29 00:00:00+00:00,100000.0,0.0,
2020-09-29 04:00:00+00:00,100000.0,0.0,
2020-09-29 08:00:00+00:00,100000.0,0.0,
2020-09-29 12:00:00+00:00,100000.0,0.0,
2020-09-29 16:00:00+00:00,100000.0,0.0,
2020-09-29 20:00:00+00:00,100000.0,0.0,
2020-09-30 00:00:00+00:00,100000.0,0.0,
2020-09-30 04:00:00+00:00,100000.0,0.0,
2020-09-30 08:00:00+00:00,100000.0,0.0,
2020-09-30 12:00:00+00:00,100000.0,0.0,
2020-09-30 16:00:00+00:00,100000.0,0.0,
2020-09-30 20:00:00+00:00,100000.0,0.0,
2020-10-01 00:00:00+00:00,100000.0,0.0,
2020-10-01 04:00:00+00:00,100000.0,0.0,
2020-10-01 08:00:00+00:00,100000.0,0.0,
2020-10-01 12:00:00+00:00,100000.0,0.0,
